type	bytes	path
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-0500-longprompt-not start gradual-aggressive-feedback/adapter_step024
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-1542-plain/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-1542-plain/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-1542-plain/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-1542-plain/adapter_step003
adapter_dir	95600697	/home/ubuntu/mohammad/TTT-small/runs/gpu_mode_gpt-oss-120b_0822-2140/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step018
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step014
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step012
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step021
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step013
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step017
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step016
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step015
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step019
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step020
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-2344/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-2344/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-2344/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-2344/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1104/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0823-2201-shortprompt-start gradual-not-aggressive-feedback/adapter_step025
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step009
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step005
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step002
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step001
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step007
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step010
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step011
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step008
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step004
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step000
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step006
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-1906/adapter_step003
adapter_dir	349254392	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-2006/adapter_step000
adapter_dir	95600697	/home/ubuntu/mohammad/TTT-small/runs/gpu_mode_gpt-oss-120b_0823-2021/adapter_step003
large_pt	699302267	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0824-1542-plain/training_state.pt
large_pt	699968251	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0826-0300/training_state.pt
large_pt	699535035	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0833/training_state.pt
large_pt	699634491	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0518/training_state.pt
large_pt	699962555	/home/ubuntu/mohammad/TTT-small/runs/erdos_Qwen3-8B_0825-0342/training_state.pt
