<strategy>
Use gradient descent on a numerical surrogate to find coefficients minimizing U(c), then refine with exact polynomial root isolation via Sturm sequences. Explore coefficient space with adaptive scaling and early stopping.
</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from sympy import symbols, HermiteH, Poly, Sturm, solve, simplify
from time import time

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    
    def objective(coeffs):
        return U(coeffs)
    
    def U(coeffs):
        t0 = time()
        z = symbols('z')
        H = [HermiteH(k, z) for k in range(len(coeffs))]
        Q = sum(c * h for c, h in zip(coeffs, H))
        Q = Q.as_poly()
        Q = Q.subs(z, 0).evalf()
        if Q != 0:
            Q = -Q
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
        Q = Q.subs(z, 0)
