```python
import numpy as np
from scipy.signal import fftconvolve
from scipy.optimize import minimize_scalar
import time

# Predefined initial construction
initial_h_values = np.array([
    0.00000000e+00, 1.42972522e-03, 2.85926926e-03, 4.28864864e-03,
    5.71782213e-03, 7.14675964e-03, 8.57545104e-03, 1.00038962e-02,
    1.14319952e-02, 1.28597480e-02, 1.42871546e-02, 1.57142150e-02,
    1.71409301e-02, 1.85673000e-02, 2.00033247e-02, 2.14330042e-02,
    2.28623384e-02, 2.42913273e-02, 2.57200709e-02, 2.71485692e-02,
    2.85768222e-02, 3.00048300e-02, 3.14325924e-02, 3.28600995e-02,
    3.42873513e-02, 3.57143476e-02, 3.71410886e-02, 3.85675742e-02,
    4.00038044e-02, 4.14397792e-02, 4.28755086e-02, 4.43109926e-02,
    4.57462313e-02, 4.71812246e-02, 4.86159726e-02, 5.00504753e-02,
    5.14847327e-02, 5.29187447e-02, 5.43525115e-02, 5.57860330e-02,
    5.72193092e-02, 5.86523399e-02, 6.00851254e-02, 6.15176656e-02,
    6.29500005e-02, 6.43821301e-02, 6.58140544e-02, 6.72457734e-02,
    6.86772870e-02, 7.01085952e-02, 7.15397080e-02, 7.29706254e-02,
    7.44013472e-02, 7.58318736e-02, 7.72622044e-02, 7.86923397e-02,
    8.01222794e-02, 8.15520236e-02, 8.29815723e-02, 8.44109254e-02,
    8.58400829e-02, 8.72690449e-02, 8.86978113e-02, 9.01263823e-02,
    9.15547580e-02, 9.29829382e-02, 9.44109233e-02, 9.58387132e-02,
    9.72663079e-02, 9.86937073e-02, 1.00120912e-01, 1.01547923e-01,
    1.02974740e-01, 1.04401363e-01, 1.05827792e-01, 1.07253927e-01,
    1.08679768e-01, 1.10105314e-01, 1.11530566e-01, 1.12955523e-01,
    1.14380186e-01, 1.15804555e-01, 1.17228630e-01, 1.18652412e-01,
    1.20075900e-01, 1.21499094e-01, 1.22922094e-01, 1.24344900e-01,
    1.25767512e-01, 1.27189931e-01, 1.28612156e-01, 1.30034187e-01,
    1.31456024e-01, 1.32877668e-01, 1.34299118e-01, 1.35720375e-01,
    1.37141438e-01, 1.38562308e-01, 1.39982984e-01, 1.41403467e-01,
    1.42823756e-01, 1.44243852e-01, 1.45663754e-01, 1.47083463e-01,
    1.48503078e-01, 1.49922599e-01, 1.51342027e-01, 1.52761360e-01,
    1.54180599e-01, 1.55599744e-01, 1.57018795e-01, 1.58437752e-01,
    1.59856615e-01, 1.61275385e-01, 1.62694061e-01, 1.64112643e-01,
    1.65531131e-01, 1.66949525e-01, 1.68367826e-01, 1.69786033e-01,
    1.71204146e-01, 1.72622165e-01, 1.74040091e-01, 1.75457923e-01,
    1.76875661e-01, 1.78293306e-01, 1.79710857e-01, 1.81128314e-01,
    1.82545677e-01, 1.83962946e-01, 1.85380121e-01, 1.86797192e-01,
    1.88214160e-01, 1.89631023e-01, 1.91047782e-01, 1.92464437e-01,
    1.93881087e-01, 1.95297633e-01, 1.96714074e-01, 1.98130411e-01,
    1.99546643e-01, 2.00962770e-01, 2.02378792e-01, 2.03794709e-01,
    2.05210521e-01, 2.06626228e-01, 2.08041830e-01, 2.09457327e-01,
    2.10872718e-01, 2.12288004e-01, 2.13703184e-01, 2.15118259e-01,
    2.16533228e-01, 2.17948091e-01, 2.19362848e-01, 2.20777499e-01,
    2.22192044e-01, 2.23606483e-01, 2.25020816e-01, 2.26435043e-01,
