<strategy>
Use a structured grid search on low-dimensional coefficient spaces with adaptive refinement, guided by a fast numerical surrogate, and leverage exact evaluation for verification. Combine with Bayesian optimization for efficient exploration.
</strategy>

```python
import numpy as np
import time
import scipy.optimize as optimize
from scipy.optimize import dual_annealing
from scipy.optimize import Bounds
from scipy.optimize import minimize

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    
    def hermite_eval(z, coeffs):
        H = np.zeros_like(z)
        for k in range(len(coeffs)):
            H += coeffs[k] * np.polynomial.hermite.hermval(z, np.zeros(k+1))
        return H
    
    def evaluate_bound(coeffs):
        c = coeffs
        H = np.polynomial.hermite.hermfromroots([0.])
        try:
            Q = np.polynomial.hermite.hermadd(H, [c[0], c[1], c[2], c[3], c[4], c[5], c[6], c[7]])
            Q = np.polynomial.hermite.hermsubtract(Q, [0.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
            Q = np.polynomial.hermite.hermmul(Q, [1.])
